,EDICAO,UF,MUNICIPIO,INSTITUICAO,CURSO,TURNO,NOTA_CORTE
181,20191,AP,Macapá,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",ALIMENTOS,Matutino,"579,02"
182,20191,GO,Morrinhos,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",ALIMENTOS,Noturno,"580,74"
183,20191,MA,São Luís,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",ALIMENTOS,Vespertino,"587,86"
184,20191,MG,Frutal,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,ALIMENTOS,Noturno,"590,90"
185,20191,PE,Petrolina,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",ALIMENTOS,Vespertino,"591,49"
186,20191,AM,Manaus,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",ALIMENTOS,Noturno,"595,00"
187,20191,MG,Barbacena,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",ALIMENTOS,Integral,"597,60"
188,20191,PI,Corrente,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"553,08"
189,20191,RN,Nova Cruz,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"573,84"
190,20191,SC,Fraiburgo,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"576,52"
191,20191,PB,Monteiro,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"578,92"
192,20191,PI,Picos,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"579,90"
193,20191,RS,Bagé,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"582,06"
194,20191,RS,Alegrete,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"584,88"
195,20191,MG,Araçuaí,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"585,50"
196,20191,SC,Canoinhas,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"586,00"
197,20191,MS,Corumbá,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Matutino,"587,06"
198,20191,RS,Camaquã,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"589,26"
199,20191,RN,Macaíba,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Integral,"591,25"
200,20191,PR,Campo Mourão,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,ALIMENTOS,Noturno,"578,52"
201,20191,AP,Macapá,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",ALIMENTOS,Matutino,"579,02"
202,20191,GO,Morrinhos,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",ALIMENTOS,Noturno,"580,74"
203,20191,MA,São Luís,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",ALIMENTOS,Vespertino,"587,86"
204,20191,MG,Frutal,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,ALIMENTOS,Noturno,"590,90"
205,20191,PE,Petrolina,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",ALIMENTOS,Vespertino,"591,49"
206,20191,AM,Manaus,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",ALIMENTOS,Noturno,"595,00"
207,20191,MG,Barbacena,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",ALIMENTOS,Integral,"597,60"
208,20191,PI,Corrente,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"553,08"
209,20191,RN,Nova Cruz,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"573,84"
210,20191,SC,Fraiburgo,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"576,52"
211,20191,PB,Monteiro,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"578,92"
212,20191,PI,Picos,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"579,90"
213,20191,RS,Bagé,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"582,06"
214,20191,RS,Alegrete,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"584,88"
215,20191,MG,Araçuaí,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"585,50"
216,20191,SC,Canoinhas,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"586,00"
217,20191,MS,Corumbá,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Matutino,"587,06"
218,20191,RS,Camaquã,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"589,26"
219,20191,RN,Macaíba,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Integral,"591,25"
220,20191,GO,Iporá,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"591,66"
221,20191,RN,Pau dos Ferros,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"592,98"
222,20191,RR,Boa Vista,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"593,80"
223,20191,RR,Boa Vista,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"594,64"
224,20191,RS,Sant'Ana do Livramento,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"597,09"
225,20191,PI,Floriano,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"599,35"
226,20191,PI,São Raimundo Nonato,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,ANTROPOLOGIA,Integral,"556,36"
227,20191,PB,Rio Tinto,UNIVERSIDADE FEDERAL DA PARAÍBA,ANTROPOLOGIA,Noturno,"575,78"
228,20191,RR,Boa Vista,UNIVERSIDADE FEDERAL DE RORAIMA,ANTROPOLOGIA,Noturno,"592,01"
229,20191,RS,Uruguaiana,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,AQÜICULTURA,Vespertino,"534,32"
230,20191,RS,Rio Grande,UNIVERSIDADE FEDERAL DO RIO GRANDE,ARQUIVOLOGIA,Noturno,"567,53"
231,20191,PB,João Pessoa,UNIVERSIDADE FEDERAL DA PARAÍBA,ARQUIVOLOGIA,Noturno,"579,00"
232,20191,RS,Santa Maria,UNIVERSIDADE FEDERAL DE SANTA MARIA,ARQUIVOLOGIA,Integral,"592,66"
233,20191,BA,Santo Amaro,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,ARTES DO ESPETÁCULO,Vespertino,"549,14"
234,20191,RR,Boa Vista,UNIVERSIDADE FEDERAL DE RORAIMA,ARTES VISUAIS,Noturno,"585,82"
235,20191,MT,Rondonópolis,UNIVERSIDADE FEDERAL DE MATO GROSSO,BIBLIOTECONOMIA,Noturno,"550,20"
236,20191,PB,João Pessoa,UNIVERSIDADE FEDERAL DA PARAÍBA,BIBLIOTECONOMIA,Noturno,"573,60"
237,20191,RS,Rio Grande,UNIVERSIDADE FEDERAL DO RIO GRANDE,BIBLIOTECONOMIA,Matutino,"577,17"
238,20191,AL,Maceió,UNIVERSIDADE FEDERAL DE ALAGOAS,BIBLIOTECONOMIA,Noturno,"580,30"
239,20191,PI,Teresina,UNIVERSIDADE ESTADUAL DO PIAUÍ,BIBLIOTECONOMIA,Vespertino,"591,77"
240,20191,GO,Iporá,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"591,66"
241,20191,RN,Pau dos Ferros,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"592,98"
242,20191,RR,Boa Vista,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Vespertino,"593,80"
243,20191,RR,Boa Vista,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"594,64"
244,20191,RS,Sant'Ana do Livramento,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"597,09"
245,20191,PI,Floriano,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Noturno,"599,35"
246,20191,PI,São Raimundo Nonato,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,ANTROPOLOGIA,Integral,"556,36"
247,20191,PB,Rio Tinto,UNIVERSIDADE FEDERAL DA PARAÍBA,ANTROPOLOGIA,Noturno,"575,78"
248,20191,RR,Boa Vista,UNIVERSIDADE FEDERAL DE RORAIMA,ANTROPOLOGIA,Noturno,"592,01"
249,20191,RS,Uruguaiana,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,AQÜICULTURA,Vespertino,"534,32"
250,20191,RS,Rio Grande,UNIVERSIDADE FEDERAL DO RIO GRANDE,ARQUIVOLOGIA,Noturno,"567,53"
251,20191,PB,João Pessoa,UNIVERSIDADE FEDERAL DA PARAÍBA,ARQUIVOLOGIA,Noturno,"579,00"
252,20191,RS,Santa Maria,UNIVERSIDADE FEDERAL DE SANTA MARIA,ARQUIVOLOGIA,Integral,"592,66"
253,20191,BA,Santo Amaro,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,ARTES DO ESPETÁCULO,Vespertino,"549,14"
254,20191,RR,Boa Vista,UNIVERSIDADE FEDERAL DE RORAIMA,ARTES VISUAIS,Noturno,"585,82"
255,20191,MT,Rondonópolis,UNIVERSIDADE FEDERAL DE MATO GROSSO,BIBLIOTECONOMIA,Noturno,"550,20"
256,20191,PB,João Pessoa,UNIVERSIDADE FEDERAL DA PARAÍBA,BIBLIOTECONOMIA,Noturno,"573,60"
257,20191,RS,Rio Grande,UNIVERSIDADE FEDERAL DO RIO GRANDE,BIBLIOTECONOMIA,Matutino,"577,17"
258,20191,AL,Maceió,UNIVERSIDADE FEDERAL DE ALAGOAS,BIBLIOTECONOMIA,Noturno,"580,30"
259,20191,PI,Teresina,UNIVERSIDADE ESTADUAL DO PIAUÍ,BIBLIOTECONOMIA,Vespertino,"591,77"
260,20191,ES,Alegre,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",CAFEICULTURA,Matutino,"574,30"
261,20191,MT,Alto Araguaia,UNIVERSIDADE DO ESTADO DE MATO GROSSO,CIÊNCIA DA COMPUTAÇÃO,Noturno,"576,30"
262,20191,PB,Rio Tinto,UNIVERSIDADE FEDERAL DA PARAÍBA,CIÊNCIA DA COMPUTAÇÃO,Integral,"581,74"
263,20191,MT,Barra do Bugres,UNIVERSIDADE DO ESTADO DE MATO GROSSO,CIÊNCIA DA COMPUTAÇÃO,Noturno,"585,12"
264,20191,PI,Piripiri,UNIVERSIDADE ESTADUAL DO PIAUÍ,CIÊNCIA DA COMPUTAÇÃO,Vespertino,"587,02"
265,20191,PI,Piripiri,UNIVERSIDADE ESTADUAL DO PIAUÍ,CIÊNCIA DA COMPUTAÇÃO,Matutino,"592,09"
266,20191,MS,Ponta Porã,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,CIÊNCIA DA COMPUTAÇÃO,Integral,"596,50"
267,20191,RS,Itaqui,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"541,90"
268,20191,RS,Encantado,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"552,96"
269,20191,RS,Cruz Alta,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"560,67"
270,20191,GO,Urutaí,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"573,40"
271,20191,MT,Cuiabá,UNIVERSIDADE FEDERAL DE MATO GROSSO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"586,98"
272,20191,MG,Rio Pomba,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"587,58"
273,20191,ES,Venda Nova do Imigrante,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"589,64"
274,20191,RJ,Bom Jesus do Itabapoana,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"593,82"
275,20191,RS,Caxias do Sul,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"597,73"
276,20191,MG,Rio Pomba,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",CIÊNCIA E TECNOLOGIA DE LATICÍNIOS,Integral,"583,22"
277,20191,AM,Humaitá,UNIVERSIDADE FEDERAL DO AMAZONAS,CIÊNCIAS - MATEMÁTICA E FÍSICA,Integral,"595,44"
278,20191,AM,Coari,UNIVERSIDADE FEDERAL DO AMAZONAS,CIÊNCIAS - MATEMÁTICA E FÍSICA,Integral,"597,37"
279,20191,AM,Humaitá,UNIVERSIDADE FEDERAL DO AMAZONAS,CIÊNCIAS - QUÍMICA E BIOLOGIA,Integral,"591,23"
280,20191,ES,Alegre,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",CAFEICULTURA,Matutino,"574,30"
281,20191,MT,Alto Araguaia,UNIVERSIDADE DO ESTADO DE MATO GROSSO,CIÊNCIA DA COMPUTAÇÃO,Noturno,"576,30"
282,20191,PB,Rio Tinto,UNIVERSIDADE FEDERAL DA PARAÍBA,CIÊNCIA DA COMPUTAÇÃO,Integral,"581,74"
283,20191,MT,Barra do Bugres,UNIVERSIDADE DO ESTADO DE MATO GROSSO,CIÊNCIA DA COMPUTAÇÃO,Noturno,"585,12"
284,20191,PI,Piripiri,UNIVERSIDADE ESTADUAL DO PIAUÍ,CIÊNCIA DA COMPUTAÇÃO,Vespertino,"587,02"
285,20191,PI,Piripiri,UNIVERSIDADE ESTADUAL DO PIAUÍ,CIÊNCIA DA COMPUTAÇÃO,Matutino,"592,09"
286,20191,MS,Ponta Porã,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,CIÊNCIA DA COMPUTAÇÃO,Integral,"596,50"
287,20191,RS,Itaqui,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"541,90"
288,20191,RS,Encantado,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"552,96"
289,20191,RS,Cruz Alta,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"560,67"
290,20191,GO,Urutaí,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"573,40"
291,20191,MT,Cuiabá,UNIVERSIDADE FEDERAL DE MATO GROSSO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"586,98"
292,20191,MG,Rio Pomba,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"587,58"
293,20191,ES,Venda Nova do Imigrante,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Integral,"589,64"
294,20191,RJ,Bom Jesus do Itabapoana,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"593,82"
295,20191,RS,Caxias do Sul,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Noturno,"597,73"
296,20191,MG,Rio Pomba,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",CIÊNCIA E TECNOLOGIA DE LATICÍNIOS,Integral,"583,22"
297,20191,AM,Humaitá,UNIVERSIDADE FEDERAL DO AMAZONAS,CIÊNCIAS - MATEMÁTICA E FÍSICA,Integral,"595,44"
298,20191,AM,Coari,UNIVERSIDADE FEDERAL DO AMAZONAS,CIÊNCIAS - MATEMÁTICA E FÍSICA,Integral,"597,37"
299,20191,AM,Humaitá,UNIVERSIDADE FEDERAL DO AMAZONAS,CIÊNCIAS - QUÍMICA E BIOLOGIA,Integral,"591,23"
